Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
12126,19.1,1.61,1.7,7,46.1,0.3,7.3,3.2,34.7,114,0
14644,1.15,1.32,31.1,6.4,14.8,0.31,7.3,5,34.8,30,0.6
1641,30.45,1.57,15.3,2.2,40.6,0.1,0.7,14.6,23.7,145,2.9
13156,1.31,1.74,12.4,11.8,22.6,0.1,9.1,10,32.5,79,1.6
9752,12.3,1.61,1.5,15.2,13.2,0.23,3,1.1,65.9,46,0.1
17385,27.2,1.24,3.8,13.3,2,1.6,6,0.3,74.6,53,0
6061,13.2,1.66,5.1,3.7,26.8,0.3,3.6,7.7,52.6,69,0.5
14187,0.162,1.54,54.9,9,6.8,0.08,6.1,1,22.2,117,0
4853,36.8,1.51,3,1.7,43.5,0.53,2.1,3.7,45.9,96,0.1
1375,13.45,1.55,0.3,34.4,5.8,0.1,1.6,0.6,57.3,18,0
2797,154.5,0.19,31,1.9,0.9,11.52,64.7,0.1,1.4,38,0
1815,9.36,1.2,15,6.6,26.2,4.93,5,21.4,23.2,0,2.6
2352,0.01,1.63,35.3,24.4,0.6,0.05,22.7,0,17,162,0
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
720,1,1.29,16.3,10.2,3.2,0.28,4.7,1,63.9,46,0.7
14803,78.9,1.46,0.6,2.4,53.4,0.24,0.6,5.7,37.1,13,0.2
597,4.3,1.72,6.8,5,35.4,0.13,4.5,5.1,43,38,0.2
5566,0.01,1.53,34.1,15.8,6.1,0.41,9.9,0.7,33.4,170,0
5208,86.75,1.35,2.4,3.3,39.4,0.1,2.7,7.4,44.6,79,0.2
2535,3.18,1.67,23.4,8,22.4,0.1,3.6,8.6,31.9,188,2.1
7283,57.2,1.55,1.9,5.2,42.3,0.32,6.2,17,26.1,15,1.3
1827,0.05,1.28,28,3.2,1.2,0.07,65.6,0.4,1.6,178,0
5829,62.45,1.46,2.1,0.6,56,0.55,1.3,8.9,29.5,0,0.2
13024,16.2,0.86,2.9,10.7,2.6,1.92,9,0.3,74.4,0,0.2
11373,0.21,1.33,41,20.8,1,0.1,10,0.4,26.8,130,0
7335,28.6,1.54,0.3,13.7,30.9,0.05,2.8,3,49.2,15,0.1
858,0.5,1.59,23.1,5.7,25.1,0.23,8.2,3.5,34.4,71,0
13845,26.3,1.39,1.4,9.4,24.7,0.04,8,4.1,52.2,155,0.2
8808,22.4,1.32,3.9,4.9,35.5,2,9.2,23.6,20.6,0,2.3
16051,0.39,1.34,6.4,5.1,25.5,4.72,8.1,2.1,52.8,104,0
15042,37.5,1.49,0.4,8.4,8.2,0.27,5.7,0.6,76.7,18,0
10398,0.05,1.56,6.6,4.5,43.8,2.36,3.3,4.7,37.1,71,0
5186,0.09,1.58,17.9,31.8,0.6,0.13,13.7,0.2,35.8,78,0
9104,0.01,1.54,22.4,5.1,19,0.49,22.4,4.3,26.7,69,0.1
10734,11.4,1.52,1.7,12.6,26.2,0.66,3.9,3,52.5,3,0.1
15612,1.84,1.64,5.4,16.5,19.9,1.34,6.7,2.2,49.2,53,0.1
1822,1.05,1.48,5,37.4,17.2,0.94,10.4,5.2,24,18,0.8
6388,78.9,0.47,0.8,12.3,18.6,4.64,3.3,1,64,0,0
1863,6.84,1.42,3.4,12.5,4.9,1.91,4.4,0.7,74.1,46,0
11348,1.31,1.61,19,38,0.4,0.2,21.6,0,21,74,0
8714,3.94,1.58,6.9,24.1,12.7,0.06,3.3,1.8,51.1,112,0.1
15181,21,1.54,11.6,7,29.2,0.11,10.2,15.6,25.2,53,1.2
5953,53.25,1.68,2.4,0.6,38.8,0.1,3.8,32.2,10.8,36,11.4
16582,13.1,1.63,16,7.1,16.5,0.22,2.4,1.8,56.1,107,0.1
4991,0.58,1.25,35.5,14.1,17.6,0.28,8.2,6.6,17,157,1
11396,42.1,1.59,2.4,1.2,37.2,0.31,0.2,5,54,183,0
1364,103.6,1.58,0.5,1.1,69.4,0.09,0,11.8,17.2,79,0
11144,0.27,1.19,45.4,9.2,6,0.2,10,1.2,28.2,140,0
5322,0.02,1.3,33.7,7.4,8.8,0.31,6.9,1.2,41.9,38,0.1
3211,0.11,1.67,15.6,20,2.1,0.07,1.5,0.1,60.7,196,0
1836,8.44,1.27,1.2,53.5,9.6,2.14,8.8,1.9,25,0,0
16146,0.53,1.65,12.7,13.4,29,0.08,3.9,2,39,84,0
18462,69.7,1.52,0.3,2.1,29.1,0.09,0.5,2.4,65.9,99,0
10173,6.84,1.39,2.5,2.5,13.5,3.22,12.5,1.2,67.8,30,0
5984,15.75,1.61,1.9,10.4,34.8,0.42,9.2,9.2,34,130,0.5
847,126,0.02,0.4,0.6,68.3,0.14,0.4,5.2,25,43,0.1
13812,4.6,1.27,25.1,7.7,10.9,2.32,26.6,5.9,21.7,15,2.1
4410,17.47,1.02,21.8,26.5,0.8,4.02,36.7,0.3,13.8,0,0.1
4743,3.2,1.65,8.6,17.5,19.3,0.1,5.9,4.6,43.9,79,0.2
10638,13.1,1.32,5.4,4.1,36.4,2.05,14.2,10.9,28.5,0,0.5
6816,0.76,1.6,6.6,2,19.4,0.17,1.8,5.6,61.8,165,2.8
736,14.5,1.68,9.7,0.6,62,0.67,2.3,8,17.4,193,0
14737,3.01,1.6,17.9,12.9,17.7,0.2,6.2,5.6,39.2,89,0.5
4880,0.94,1.56,18.3,7.9,2.5,0.19,10,2.2,58.2,58,0.9
16359,30.7,1.58,1.8,7,21.1,1.67,5.8,7,56.3,64,1
1902,1.15,1.54,1.8,13,12.3,1.08,3.6,2.1,67.2,74,0
16841,0.16,1.41,44.5,16.6,2.4,0.56,11.5,0.6,24.2,28,0.2
11670,0.01,1.77,22.7,5.1,27.7,0.22,5.9,3.3,35.2,112,0.1
4909,55.9,1.62,1.1,4.6,27.8,0.15,2.5,9.8,52.9,124,1.4
14808,0.483,1.25,11.1,8,34.5,2.06,8.3,4,34,53,0.1
10706,20,1.33,2.5,16.9,14.6,2.24,5.3,0.9,59.8,0,0
7951,12.3,1.68,6.6,8.1,28,0.09,5.4,20,24.3,56,7.6
15001,39.4,1.41,0.4,3.2,4.5,0.2,1.7,0.2,90,15,0
16794,23.7,1.53,2.4,5,23.4,0.15,6.7,23.9,31.5,43,7.1
4894,17.02,1.18,1.6,10.7,11,3.82,7.2,0.4,69.1,0,0
3892,65.7,1.38,1,2,13,0.13,0.3,0.5,83.2,68,0
17455,17.1,1.7,3.6,1.4,48.3,0.04,12.1,11.5,23,185,0.1
15238,1,1.73,9.8,23.1,15,0.12,10.2,3.1,38.8,61,0
2753,7.03,1.19,8.2,5.6,34,4.37,0.3,7.2,44.5,8,0.2
16475,36.8,1.45,1.5,5.4,10.2,0.72,1.3,0.5,81.1,0,0
10341,2.72,1.62,6.6,6.7,4.7,0.08,3,0.3,78.7,84,0
1242,1.5,1.5,39.3,7.4,6.8,0.24,3,0.7,42.8,86,0
14575,11.4,1.56,13.6,10.7,15.3,0.37,5.6,1.5,53.3,28,0
3012,19.3,1.29,3.4,22.5,0.5,1.04,6,0,67.6,0,0
16392,24.3,1.6,1.4,5.1,7.4,0.06,1.5,1.2,83.4,160,0
3643,6.45,1.6,2.4,26.2,3.2,0.1,3,0.1,65.1,79,0
5018,34.55,1.59,1.5,2.2,54.5,0.13,4.2,9.2,28.3,132,0.1
18626,35.5,1.64,2,11.4,28.1,0.04,3.1,14.8,38.6,142,2
8167,57.8,1.36,1.7,11.2,25.8,0.83,4.5,2.9,53.8,18,0.1
325,14.5,1.24,7.2,16,16.2,0.98,18.7,5.9,35.5,0,0.4
8325,1.1,1.19,34.4,19.7,2,3.53,33.4,0.4,10.1,23,0
1351,68.4,1.36,0.5,0.6,65,1.79,0,5.8,28.1,0,0
10431,59.2,1.57,4.3,2.6,58.1,0.3,2.2,5.6,27.2,99,0
13740,0.95,1.72,12.3,23.6,12.4,0.08,4.1,4,43.2,122,0.4
4553,23.65,1.25,1.2,4.3,50.5,4.11,2.5,5.2,36.3,0,0
1715,0.04,1.23,63,2.9,0.7,0.71,28.9,0.2,1.9,64,0
2903,1.43,1.8,6.1,3.4,3.5,0.32,12,0.3,74.7,84,0
1664,0.24,1.14,93.4,0.4,0.4,0.23,4.8,0.2,0.8,43,0
878,77.9,1.36,0.9,6.3,50.9,0.61,3,7.2,31.6,10,0.1
9258,18.4,1.6,1,8.8,7.5,0.08,11.5,0.6,78.1,91,0
7008,80.15,0.65,29,4.2,13,11.89,2.8,5.4,45,132,0.6
4408,35.19,1.5,4.4,21.8,19,0.2,7.3,15.3,30.8,96,1.4
237,8.3,1.46,20.8,10.4,1.9,2.72,53.1,0.6,13.1,0,0.1
9363,0.14,1.62,28.9,16.4,0.2,0.09,5.2,0,49.3,155,0
1227,1.01,1.67,13.3,10.4,11.9,0.07,1,0.6,62.8,157,0
3723,0.01,1.25,44,10,9.2,0.29,15.2,0.4,21.2,117,0
18142,39.4,1.21,18.2,6.9,10.7,3.03,33,10.7,14.2,0,6.3
2328,6,1.27,62.2,6,9.2,0.21,6.6,2.4,13.4,46,0.2
931,29.5,1.63,0.5,2.1,53.7,0.14,0.7,7.8,35,91,0.2
5626,0.83,1.54,43.7,7,13.4,0.26,5.3,1.4,29.2,46,0
6171,284,1.41,3.8,1.6,37.4,0.22,2.6,44.6,6.4,168,3.6
2169,0.52,1.68,27.2,17.3,20.2,0.04,10.2,5.5,19.4,160,0.2
8366,11.2,1.61,1.2,11.2,23.5,0.24,4.5,6,53.1,15,0.5
5373,5.75,1.43,26.8,17,11.8,0.68,14.7,13.8,10.3,165,5.6
8129,1.07,1.69,15.8,15.8,12.3,0.06,3.7,2.3,50,188,0.1
5363,7.24,1.63,2,5.3,39.8,2.12,5.4,3.3,44.2,0,0
6372,26.65,1.47,2.5,4.3,20.4,0.14,1,0.9,70.9,69,0
6492,28.25,1.43,0.8,4,4.6,0.04,0.7,0.3,89.6,122,0
2803,16.9,0.99,27.9,11.6,2,2.77,54.5,1.4,2.9,13,0.3
4433,0.49,1.43,64.1,6.5,1,0.56,21.7,0.4,6.1,30,0.2
712,9.2,1.59,11.7,14,18.6,0.15,13.7,4.6,36.8,30,0.6
5724,2.71,1.76,3.1,2.6,55.6,0.19,3.9,6.8,28,96,0
652,0.4,1.76,9.5,17.3,18.6,0.19,13.9,9,30.6,36,1.1
5862,14.48,1.73,3.1,4.6,31,0.15,4.2,3,50.8,96,0
6752,15.8,1.4,3.2,8.1,19.2,1.5,2.1,4.6,62.8,117,0
7862,22.3,1.31,5,5.3,40.2,2.9,5.5,2.9,41.1,91,0
2154,15.35,1.45,2.6,7.8,20.6,1.7,3.6,1,64.9,0,0
384,41.1,1.61,1,0.9,70.6,0.07,4.6,7.3,15.5,137,0.1
3926,11.6,1.35,24.7,4.1,6,0.54,4.3,0.8,59.9,96,0.2
6656,4.82,1.32,6.5,21.4,9.6,1.63,12.3,1.5,48.7,30,0
16124,7.89,1.44,7.1,1.4,47.2,2.52,6.5,14.8,22.4,79,0.6
1961,4.51,1.18,25.3,15.3,6.9,3.68,22.9,1.4,28.2,71,0
17821,1.21,1.47,31.8,7.8,12,0.17,5.6,0.8,42,94,0
6268,0.1,1.4,47.8,18.2,0.6,0.31,27,0.2,6,30,0
2457,0.86,1.7,18.4,10.5,13.7,0.2,5.2,1.4,50.8,71,0
17041,0.02,1.71,20.5,9.6,18.1,0.29,6.6,2,43.1,74,0.1
12086,5.78,1.68,14.2,0.8,32.6,0.25,1.6,27.2,11.2,152,12.4
5418,47.35,1.1,2.3,6.4,27.5,0.96,9.7,2.4,51.6,36,0.1
5003,62.45,1.54,1.5,2.2,32.9,0.82,1.1,19,40.2,0,3.1
13592,0.19,1.6,36.7,6.9,9.7,0.14,0.9,0.6,45.2,175,0
863,0.1,1.79,14.5,10,0.5,0.24,6.1,0.1,68.8,96,0
9213,32.9,1.46,0.4,3.2,4.5,0.2,1.7,0.2,90,15,0
6844,7.2,1.65,19.8,1.5,8.1,0.41,3.4,0.9,66.3,76,0
8766,0.61,1.46,24.1,30.2,5.5,0.4,3.8,0.3,36.1,81,0
16707,25.2,1.44,4.3,8,37,0.94,9.4,10,30.8,0,0.5
6934,0.54,1.65,19.2,3.3,4,0.07,4,0.8,68.7,165,0
16552,1.31,1.29,18,7.5,2.3,2.27,9.3,0.8,61.9,0,0.2
13963,4.82,1.57,8.5,15.4,21.4,0.46,11.1,9.9,31.6,8,2.1
6874,1.27,1.43,3.8,1.8,1.7,2.1,2.2,0,90.4,287,0
955,0.5,1.84,25.4,3.8,26.1,0.08,21.3,4.3,19,66,0.1
18012,18,1.36,8.4,6.1,13,1.49,7.2,4.1,61,28,0.2
17462,68.4,1.53,2.3,0.8,41.5,0.28,3.4,1.4,50.6,48,0
65,0.68,1.61,1.54,30.26,2.06,0.07,59.47,0.17,6.37,24,0.13
16297,21.7,1.52,1,5.4,46.9,0.45,2.1,4.1,40.5,15,0
15590,0.01,1.8,24.7,20.3,2.3,0.08,3.8,0.1,48.8,145,0
7401,43.4,1.33,2,22.5,17.7,1.09,6.8,1.2,49.8,0,0
1843,0.12,1.59,19.4,42,7.2,0.13,11,1.6,18.8,76,0
14173,2.63,1.91,3.8,19.7,29.6,0.04,14.2,8.3,24.2,53,0.2
15816,1.73,1.3,10.2,6.1,3.1,3.2,2.7,0.1,77.8,43,0
3993,42.1,1.37,2.9,5.4,1.8,0.42,3.2,0,86.7,20,0
13268,27,1.64,5,8.2,32.6,0.17,4.4,16,31,20,2.8
11870,2.37,1.69,9,22.5,2.3,0.08,5.6,0.2,60.4,56,0
63,0.008,1.38,9.06,9.36,0.78,2.14,76.33,0.43,3.86,0,0.18
2919,0.32,1.41,50.4,13.8,0.2,0.09,22.6,0,13,185,0
17075,0.04,1.75,26.5,3.4,27.1,0.05,2.4,2.2,38.4,190,0
4938,42.05,1.2,2.8,2.9,35.4,2.52,13.3,2.7,42.9,0,0
16293,28.9,1.48,1.8,8.4,23.5,0.45,2.8,1.4,62.1,13,0
3940,59.15,1.52,1.6,3.6,51.9,0.1,1.7,4.3,36.9,61,0
1651,1.88,1.77,14.9,13.4,20.4,0.5,13.6,11.6,24.2,18,1.9
13311,4.11,1.47,2.1,18.9,18.6,2.04,6.5,1.4,52.5,10,0
15594,0.357,1.52,22.8,10.4,21.5,0.27,7.1,2.3,35.8,30,0.1
17472,11.6,1.23,2.2,0.5,35.5,1.3,3.4,2.1,56.3,0,0
15578,46,1.32,4.6,6.3,15.7,1.24,5.9,0.8,66.7,23,0
1120,3.16,1.67,1.6,7,24,0.17,2.3,2.4,62.6,25,0.1
8645,0.57,1.63,34.2,11.8,10.4,0.16,3.8,1.2,38.6,124,0
8899,6.05,1.63,8.7,11.8,28.6,0.79,5.1,7.9,36.7,0,1.2
13344,21.6,1.51,2.1,17.8,20,0.34,2.9,2.3,54.8,20,0.1
1555,0.56,1.46,35,5.6,22.6,0.33,14.4,5.4,17,112,0
1485,0.79,1.48,14.9,12.4,6.1,0.68,3.1,3.4,57.3,51,2.8
15924,0.99,1.53,4,1.3,7.2,1.4,2.2,0.3,85,175,0
1925,0.46,1.44,44.2,8,6.86,0.04,11,1.4,28.2,165,0.4
5923,2.49,1.49,3.2,20.3,20,0.23,10.7,6.1,39.2,15,0.5
617,0.6,1.69,3.5,4,30.1,0.16,1,9.6,50.7,180,1.1
2795,10.18,0.98,15.3,41.1,1.8,0.76,26.5,0.3,15,23,0
10775,0.36,0.99,29.9,8.6,9.6,0.89,32.1,2.8,16.8,36,0.2
14841,0.31,1.74,12.7,4.1,37.3,0.08,8.9,3.6,33.4,147,0
11329,2.3,1.26,8.4,17.4,18.6,2.01,10.8,3.2,41.4,0,0.2
521,31.5,1.38,7.8,13.3,20.4,0.11,7.8,6.1,44,48,0.6
10192,108,0.61,19.5,3.4,6.4,8.65,10.7,0.5,59.5,0,0
7146,52.25,1.5,2.2,3.7,31,0.14,2,5,55.9,13,0.2
3591,26.45,1.28,1.8,47.3,0.8,2.73,0.7,0,49.4,0,0
15331,21,1.58,0.5,13,1.8,0.06,0.9,0.1,83.7,127,0
15194,0.72,1.63,24.3,18,10.8,0.25,21.9,3,21.6,25,0.4
6516,13.77,1.01,16.4,0.6,1.3,2.41,79.4,0.7,1.5,0,0.1
17480,14.5,1.44,1.2,1.1,34.9,0.24,2.5,1.6,58.7,38,0
4120,12.95,1.59,3,2.6,2.6,0.14,2.4,0.1,89.3,84,0
7638,9.64,1.44,2.2,11.7,10.6,1.98,4.5,0.6,70.4,0,0
6457,0.02,1.15,63.6,10.6,1.2,0.2,13.2,0.2,11.2,147,0
1116,0.1,1.73,15.2,6.4,11.4,0.09,17.6,6.2,37,99,6.2
446,88.9,1.49,0.6,1,65.9,0.63,0.9,9.7,21.8,0,0.1
399,32.2,1.43,5.8,8.2,31,0.24,5.4,3.7,45.8,33,0.1
18202,19.7,1.56,0.4,12.8,12.4,0.18,1.7,3.1,69.6,15,0
6117,22.15,1.1,5.4,4,0.4,1.26,88.6,0,1.6,53,0
9850,199,1.24,2.6,6.2,20,2.14,0.9,1,69.3,0,0
17541,0.09,1.73,19,12.6,22.8,0.09,2.3,3.2,40,168,0.1
6817,41.2,1.11,1.3,11.3,31.2,2.53,3.3,3,49.8,0,0.1
5193,1.15,1.55,14.2,33.8,0.2,0.06,10.4,0,41.4,142,0
5195,4.14,1.49,13.9,17.2,0.2,0.06,3.7,0,66,175,0
421,1.7,1.5,26.4,10.5,15,1.04,15.2,1.1,31.7,30,0.1
2800,110.5,1.25,2.4,0.4,29.6,0.23,2,11.6,52.4,89,1.6
13645,1.08,1.66,26.8,8.3,11.7,0.18,1.7,0.7,50.7,102,0.1
10799,52.6,1.54,1,4.4,12.4,0.19,0.8,1.1,80.3,13,0
16783,0.3,1.76,20.9,10.6,12.2,0.02,37.5,6.2,11.8,170,0.8
1610,0.04,1.74,50.5,16.4,4.9,0.03,14.1,3.2,10.3,178,0.6
11295,12.5,1.57,4.2,3.2,31.4,0.12,7.4,7,46.4,33,0.4
1418,23,1.37,0.7,8.5,33.8,1.6,0.6,5.9,50.5,0,0
13448,46,1.54,0.6,3,35.8,0.02,1.1,11.2,48,20,0.3
6523,0.17,1.37,5.8,10.4,6.8,2.8,5.5,0.9,70.6,109,0
4514,66.4,1.61,1.6,3.7,37.3,0.02,1.6,19.3,34.4,127,2.1
5581,248.5,1.1,3.3,3.7,44.1,1.68,1.5,4.6,42.7,0,0.1
10613,4.38,1.39,4.4,37.1,7,1.48,19.2,4.7,27.1,0,0.5
17666,30.2,1.55,3,12.8,32.2,0.14,8,19.8,21,64,3.2
13090,6.84,1.51,14.7,4.8,15.8,0.16,14.5,13,33.4,122,3.8
6995,37.8,1.23,2,5.3,6.1,5.66,2.7,0.2,83.7,0,0
5956,19.7,1.68,6,0.6,30.4,0.04,2,33.6,7.8,142,19.6
2859,5.91,1.52,2.6,4.9,3.9,0.76,3.9,0.4,84.2,20,0.1
2220,3.41,1.59,8.8,10.2,27.1,0.95,6.3,4.3,43,0,0.3
7055,0.14,1.53,30.5,28.4,0.5,0.11,11.4,0,29.2,41,0
8288,1.58,1.39,46.4,9.4,9.4,0.11,6.4,1.4,26.8,64,0.2
7088,0.19,1.62,8.9,12.7,9.4,0.12,9.3,6.3,49.2,76,4.2
14778,0.00214,1.82,15.8,3.4,34.4,0.23,0.9,5.2,39.9,130,0.4
11552,0.7,1.85,20.9,12.8,18,0.08,4.6,1.6,42,107,0.1
5264,32.9,1.48,1.7,1.4,1.7,0.65,1.5,0,93.7,185,0
6482,17.74,1.58,2,1.4,4.2,0.27,2.9,0.1,89.4,142,0
683,6.4,1.57,2.7,10.4,1.1,0.41,4.6,0.1,81.1,53,0
1716,44.7,1.36,55.5,4.3,0.7,0.5,37.5,0.1,1.9,114,0
14318,61.8,1.35,1.9,7.1,42.5,2.01,4.1,5.1,39.3,109,0
4065,78.7,0.97,2.7,1.2,4.5,15.61,9.2,0.2,82.2,0,0
8261,2.9,1.53,16.9,12.3,18.9,2.53,10,4.9,36.8,96,0.2
1341,88.65,1.24,1.1,0.8,65,0.75,0.4,6.4,26.3,0,0
1051,0.01,1.5,20,15.8,11.9,1.15,11.6,2.2,38.5,152,0
4453,8.05,1.48,2.6,1.3,62.6,1.7,11.6,11,10.4,0,0.5
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
2327,3.77,1.37,49,7.4,11.8,0.63,8.9,3.6,18.8,18,0.4
17645,250,1.44,2.5,2.4,55.4,0.07,3.6,10.4,25.4,94,0.3
18255,61.8,0.94,2.9,3.4,2.4,3.3,6.4,0.1,84.8,0,0
11787,0.1,1.78,26.6,5.3,32,0.05,7.1,5.5,23.4,157,0.1
8942,0.2,1.81,10.8,15.6,22.9,0.08,5,5.9,39.4,140,0.4
5779,25.65,1.6,7.8,7.6,14.2,0.06,4.1,1.1,65.2,109,0
4702,47.8,1.51,9.3,11.2,22.2,0.15,4.2,4.1,48.9,68,0.1
884,9.9,1.12,5.3,25.2,3.7,4.97,3,0.1,62.7,0,0
2991,1.19,1.38,2.2,3.3,3.4,3.1,4.4,0,86.7,170,0
7969,23.7,1.54,2.8,10.4,28.9,0.69,6,20.4,25,36,6.5
15895,15.5,0.84,26.6,3.2,3.7,5.9,8,0.4,58.1,8,0
13937,27.6,1.59,4.5,2.9,49.5,0.13,4.5,11,25,13,2.6
4643,47.3,1.46,1.9,7.2,29,1.03,1.6,10.2,49.5,0,0.6
17811,26.3,1.51,2.9,5.1,19.4,0.05,0.7,0.8,71.1,142,0
5603,50.95,1.28,0.7,8.4,33.6,0.08,4.9,4.9,47.2,0,0.3
10491,0.16,1.7,10.4,1.5,50,0.08,2.6,15,20,25,0.5
4395,1.18,1.6,13.1,33.8,1,0.24,25.3,0.2,26.6,25,0
4281,1.64,1.81,18.8,0.9,41.2,0.11,3.7,8.4,26.5,125,0.5
5531,13.8,1.57,7.4,6.7,34.9,0.07,6.9,5.2,38.7,119,0.2
7955,15.1,1.58,2.3,8.9,32.5,0.61,6.5,21.7,23.6,0,4.5
8396,56.5,1.45,0.5,1.5,19.4,0.04,1.4,16.2,57.5,91,3.5
8580,1.18,1.19,9.5,14.1,8.1,5.06,32.3,1.5,34.4,0,0.1
